Cat logo de productos / servicios.,,,,,,,,
Fecha inicio de vigencia,Fecha fin de vigencia,Versi¢n,Revisi¢n,,,,,
01/01/2017,,1.0,0,,,,,
,,,,,,,,
c_ClaveProdServ,Descripci¢n,FechaInicioVigencia,FechaFinVigencia,Incluir IVA trasladado,Incluir IEPS trasladado,Complemento que debe incluir,,
27112222,Cortador de baldosas,01/10/2016,,Opcional,No,,,
27112223,Lima para baldosas,01/10/2016,,Opcional,No,,,
27112224,Copiador de perfiles para corte,01/10/2016,,Opcional,No,,,
27112225,Esparcidor muescado,01/10/2016,,Opcional,No,,,
27112226,Palustre para baldosas,01/10/2016,,Opcional,No,,,
27112227,Esparcidor de lechada,01/10/2016,,Opcional,No,,,
27112228,Removedor de lechada,01/10/2016,,Opcional,No,,,
27112229,Cincel para remover baldosas,01/10/2016,,Opcional,No,,,
27112230,Llenador de juntas,01/10/2016,,Opcional,No,,,
27112231,Herramienta para escalones,01/10/2016,,Opcional,No,,,
27112232,Ranuradora,01/10/2016,,Opcional,No,,,
27112300,Herramientas de marcar,01/10/2016,,Opcional,No,,,
27112301,Hierro de marcar,01/10/2016,,Opcional,No,,,
27112302,Punzones o alwznas,01/10/2016,,Opcional,No,,,
27112303,Punz¢n de trazar,01/10/2016,,Opcional,No,,,
27112304,L¡neas de marcar con tiza,01/10/2016,,Opcional,No,,,
27112305,Marcadores o soportes de metal,01/10/2016,,Opcional,No,,,
27112306,Sellos de metal,01/10/2016,,Opcional,No,,,
27112307,Tizas para trazar l¡neas,01/10/2016,,Opcional,No,,,
27112308,Carrito marcador,01/10/2016,,Opcional,No,,,
27112309,L piz marcador,01/10/2016,,Opcional,No,,,
27112310,Soporte de tiza,01/10/2016,,Opcional,No,,,
27112311,Tiza para marcar,01/10/2016,,Opcional,No,,,
27112312,Medidor superficial,01/10/2016,,Opcional,No,,,
27112313,Marcador de dimensiones,01/10/2016,,Opcional,No,,,
27112400,Herramientas de inserci¢n y ajuste,01/10/2016,,Opcional,No,,,
27112401,Pistolas de grapas,01/10/2016,,Opcional,No,,,
27112402,Ribeteadoras,01/10/2016,,Opcional,No,,,
27112403,Colocadores de abrazaderas,01/10/2016,,Opcional,No,,,
27112404,Herramientas para poner anclajes,01/10/2016,,Opcional,No,,,
27112405,Calentadores de pernos,01/10/2016,,Opcional,No,,,
27112406,Pistolas de etiquetado,01/10/2016,,Opcional,No,,,
27112407,Desprendedor de etiqueta de seguridad,01/10/2016,,Opcional,No,,,
27112408,Removedor industrial de ganchos,01/10/2016,,Opcional,No,,,
27112409,Pistola remachadora explosiva,01/10/2016,,Opcional,No,,,
27112410,Pistola para amarrar cables,01/10/2016,,Opcional,No,,,
27112500,Herramientas para apalancar y curvar,01/10/2016,,Opcional,No,,,
27112501,Herramientas curvatubos,01/10/2016,,Opcional,No,,,
27112502,Palancas,01/10/2016,,Opcional,No,,,
27112503,Dobladoras de tubos,01/10/2016,,Opcional,No,,,
27112504,Cu¤as,01/10/2016,,Opcional,No,,,
27112505,Ganchos para empaquetaduras,01/10/2016,,Opcional,No,,,
27112506,Manchas de impresi¢n,01/10/2016,,Opcional,No,,,
27112507,Varilla patecabra,01/10/2016,,Opcional,No,,,
27112508,Doblador de cables,01/10/2016,,Opcional,No,,,
27112600,Herramientas para precintar,01/10/2016,,Opcional,No,,,
27112601,Esp tulas para enmasillar,01/10/2016,,Opcional,No,,,
27112602,Herramientas de calafateado,01/10/2016,,Opcional,No,,,
27112603,Herramienta de inserci¢n,01/10/2016,,Opcional,No,,,
27112604,Recipiente para plastilina,01/10/2016,,Opcional,No,,,
27112700,Herramientas mec nicas,01/10/2016,,Opcional,No,,,
27112701,Fuelles el‚ctricos,01/10/2016,,Opcional,No,,,
27112702,Pulidoras el‚ctricas,01/10/2016,,Opcional,No,,,
27112703,Taladradoras el‚ctricas,01/10/2016,,Opcional,No,,,
27112704,Amoladora el‚ctricas,01/10/2016,,Opcional,No,,,
27112705,Martillos de demolici¢n,01/10/2016,,Opcional,No,,,
27112706,Cepillos el‚ctricos,01/10/2016,,Opcional,No,,,
27112707,Cuchillas el‚ctricas,01/10/2016,,Opcional,No,,,
27112708,Lijadoras el‚ctricas,01/10/2016,,Opcional,No,,,
27112709,Sierras el‚ctricas,01/10/2016,,Opcional,No,,,
27112710,Pistolas de tornillos el‚ctricas,01/10/2016,,Opcional,No,,,
27112711,Pistolas de grapas el‚ctricas,01/10/2016,,Opcional,No,,,
27112712,Ribeteadoras el‚ctricas,01/10/2016,,Opcional,No,,,
27112713,Aprietatuercas neum tico de percusi¢n,01/10/2016,,Opcional,No,,,
27112714,Pistolas de calafateo el‚ctricas,01/10/2016,,Opcional,No,,,
27112715,Martillos cinceladores el‚ctricos,01/10/2016,,Opcional,No,,,
27112716,Pistolas de clavos el‚ctricas,01/10/2016,,Opcional,No,,,
27112717,Pistolas de calor,01/10/2016,,Opcional,No,,,
27112718,Grabadores,01/10/2016,,Opcional,No,,,
27112719,Pistolas para engomar,01/10/2016,,Opcional,No,,,
27112720,Herramientas de par de torsi¢n,01/10/2016,,Opcional,No,,,
27112721,Juntador de capas de material,01/10/2016,,Opcional,No,,,
27112722,Biseladora,01/10/2016,,Opcional,No,,,
27112723,Cizallas el‚ctricas,01/10/2016,,Opcional,No,,,
27112724,Pellizcadoras el‚ctricas,01/10/2016,,Opcional,No,,,
27112725,Ribeteadora el‚ctrica,01/10/2016,,Opcional,No,,,
27112726,Cortador de varillas el‚ctrico,01/10/2016,,Opcional,No,,,
27112727,Pistola de mortero,01/10/2016,,Opcional,No,,,
27112728,Soplete el‚ctrico,01/10/2016,,Opcional,No,,,
27112729,Conector de tubos,01/10/2016,,Opcional,No,,,
27112730,Pistola de grasa el‚ctrica,01/10/2016,,Opcional,No,,,
27112731,Tijeras el‚ctricas,01/10/2016,,Opcional,No,,,
27112732,Doblador de tubos el‚ctrico,01/10/2016,,Opcional,No,,,
27112733,Cortador de  ngulos,01/10/2016,,Opcional,No,,,
27112734,Sierra de vaiv‚n,01/10/2016,,Opcional,No,,,
27112735,Sierra de espiral,01/10/2016,,Opcional,No,,,
27112736,Cortador de muros,01/10/2016,,Opcional,No,,,
27112737,Lija orbital,01/10/2016,,Opcional,No,,,
27112738,Lija de detalle,01/10/2016,,Opcional,No,,,
27112739,Lija de banda,01/10/2016,,Opcional,No,,,
27112740,Lija de banca,01/10/2016,,Opcional,No,,,
27112741,Lima lija o lija dedo,01/10/2016,,Opcional,No,,,
27112742,Lija de disco,01/10/2016,,Opcional,No,,,
27112743,Sierra de brazo el stico,01/10/2016,,Opcional,No,,,
27112744,Sierra neum tica,01/10/2016,,Opcional,No,,,
27112745,Sierra de concreto,01/10/2016,,Opcional,No,,,
27112746,Sierra de cadena,01/10/2016,,Opcional,No,,,
27112747,Sierra rec¡proca,01/10/2016,,Opcional,No,,,
27112748,Sierra ingleteadora,01/10/2016,,Opcional,No,,,
27112749,Pulidora de  ngulo,01/10/2016,,Opcional,No,,,
27112750,Herramienta compresora a bater¡a,01/10/2016,,Opcional,No,,,
27112800,Conexiones de herramientas y accesorios,01/10/2016,,Opcional,No,,,
27112802,Hojas de sierra,01/10/2016,,Opcional,No,,,
27112803,Fresadoras con mango,01/10/2016,,Opcional,No,,,
27112804,Troqueles o punzones de estampar,01/10/2016,,Opcional,No,,,
27112805,Troqueles de roscado,01/10/2016,,Opcional,No,,,
27112806,Machos de roscado,01/10/2016,,Opcional,No,,,
27112807,Cu¤as,01/10/2016,,Opcional,No,,,
27112808,Anillos met licos,01/10/2016,,Opcional,No,,,
27112809,Portaherramientas,01/10/2016,,Opcional,No,,,
27112810,Equipos para reparar roscas,01/10/2016,,Opcional,No,,,
27112811,µrboles,01/10/2016,,Opcional,No,,,
27112812,Avellanadores,01/10/2016,,Opcional,No,,,
27112813,Vara de extensi¢n,01/10/2016,,Opcional,No,,,
27112814,Brocas de destornillador,01/10/2016,,Opcional,No,,,
27112815,Brocas para poner tuercas,01/10/2016,,Opcional,No,,,
27112818,Sombreretes o revestimientos de prensas de tornillo,01/10/2016,,Opcional,No,,,
27112819,Cuchillas de corte para encuadernaci¢n,01/10/2016,,Opcional,No,,,
27112820,Troqueles de herramienta engarzadora de lengetas,01/10/2016,,Opcional,No,,,
27112821,Brocas de buriladora,01/10/2016,,Opcional,No,,,
27112822,Adaptadores de cubo,01/10/2016,,Opcional,No,,,
27112823,Cadenas de corte,01/10/2016,,Opcional,No,,,
27112824,Portabrocas,01/10/2016,,Opcional,No,,,
27112825,Juegos de plantillas de herramienta,01/10/2016,,Opcional,No,,,
27112826,Caladora,01/10/2016,,Opcional,No,,,
27112827,Dispositivos para imantar y viceversa,01/10/2016,,Opcional,No,,,
27112828,Enchufes de impacto,01/10/2016,,Opcional,No,,,
27112829,Anexos de llave de impacto y sus accesorios,01/10/2016,,Opcional,No,,,
27112830,Accesorios y suministros de destornillador,01/10/2016,,Opcional,No,,,
27112831,Accesorios y suministros de llave,01/10/2016,,Opcional,No,,,
27112832,Anexos t accesorios de enchufe,01/10/2016,,Opcional,No,,,
27112833,Estuche de brocas,01/10/2016,,Opcional,No,,,
27112834,Estuche de roscador manual de tubos,01/10/2016,,Opcional,No,,,
27112835,Escariador de m quina,01/10/2016,,Opcional,No,,,
27112836,Juego de brocas de destornillador,01/10/2016,,Opcional,No,,,
27112837,Escariador manual,01/10/2016,,Opcional,No,,,
27112838,Disco de corte,01/10/2016,,Opcional,No,,,
27112839,Broca de cincel,01/10/2016,,Opcional,No,,,
27112840,Broca gu¡a,01/10/2016,,Opcional,No,,,
27112841,Broca manual para metal,01/10/2016,,Opcional,No,,,
27112842,Broca manual para madera,01/10/2016,,Opcional,No,,,
27112843,Broca manual para piedra,01/10/2016,,Opcional,No,,,
27112844,Placa de lapeado,01/10/2016,,Opcional,No,,,
27112845,Juego de brocas,01/10/2016,,Opcional,No,,,
27112846,Adaptador de pistola de calor,01/10/2016,,Opcional,No,,,
27112847,Estuche de troqueles,01/10/2016,,Opcional,No,,,
27112900,Herramientas dispensadoras,01/10/2016,,Opcional,No,,,
27112901,Pistolas de grasa,01/10/2016,,Opcional,No,,,
27112902,Chimeneas industriales,01/10/2016,,Opcional,No,,,
27112903,Rociador manual,01/10/2016,,Opcional,No,,,
27112904,Pistola de resina,01/10/2016,,Opcional,No,,,
27112905,Lata de aceite,01/10/2016,,Opcional,No,,,
27112906,Pistolas de calafateado,01/10/2016,,Opcional,No,,,
27112907,Separadores de difusi¢n,01/10/2016,,Opcional,No,,,
27112908,Pistola de aceite,01/10/2016,,Opcional,No,,,
27112909,Trapero para techos,01/10/2016,,Opcional,No,,,
27112910,Almacenamiento port til para desperdicio de aceite,01/10/2016,,Opcional,No,,,
27112911,Copa de aceite,01/10/2016,,Opcional,No,,,
27112912,Cambiador de aceite,01/10/2016,,Opcional,No,,,
27112913,Lubricador de aceite,01/10/2016,,Opcional,No,,,
27112914,Lubricador de grasa,01/10/2016,,Opcional,No,,,
27112915,Dispensador de gas natural,01/10/2016,,Opcional,No,,,
27112916,Dispensador de combustible l¡quido o bomba de gasolina,01/10/2016,,Opcional,No,,,
27113000,Cepillos,01/10/2016,,Opcional,No,,,
27113001,Cepillos de aru¤ar,01/10/2016,,Opcional,No,,,
27113002,Cepillos de tubo,01/10/2016,,Opcional,No,,,
27113003,Cepillos de aplicar,01/10/2016,,Opcional,No,,,
27113004,Cepillos de extensor,01/10/2016,,Opcional,No,,,
27113005,Cepillo de techado,01/10/2016,,Opcional,No,,,
27113100,Herramientas de arrastre,01/10/2016,,Opcional,No,,,
27113101,Cinta gu¡a,01/10/2016,,Opcional,No,,,
27113102,Tirador de fusible,01/10/2016,,Opcional,No,,,
27113103,Buril,01/10/2016,,Opcional,No,,,
27113104,Extractores de estacas,01/10/2016,,Opcional,No,,,
27113105,Extensor de resortes,01/10/2016,,Opcional,No,,,
27113200,Juegos de herramientas,01/10/2016,,Opcional,No,,,
27113201,Conjuntos generales de herramientas,01/10/2016,,Opcional,No,,,
27113202,Kit de herramientas para ajustar rodamiento,01/10/2016,,Opcional,No,,,
27113203,Kit de herramienta para computadores,01/10/2016,,Opcional,No,,,
27113204,Kits de electricista,01/10/2016,,Opcional,No,,,
27113300,Herramientas manuales de precisi¢n,01/10/2016,,Opcional,No,,,
27113301,Resortes de retorno a presi¢n,01/10/2016,,Opcional,No,,,
27121500,Prensas hidr ulicas,01/10/2016,,Opcional,No,,,
27121501,Suspensiones a presi¢n retornables,01/10/2016,,Opcional,No,,,
27121502,Bastidores de prensa hidr ulica,01/10/2016,,Opcional,No,,,
27121503,Columnas de prensa hidr ulica,01/10/2016,,Opcional,No,,,
27121504,Prensa hidr ulica industrial,01/10/2016,,Opcional,No,,,
27121600,Pistones y cilindros hidr ulicos,01/10/2016,,Opcional,No,,,
27121601,Pistones de cilindro,01/10/2016,,Opcional,No,,,
27121602,Cilindros hidr ulicos,01/10/2016,,Opcional,No,,,
27121603,V stagos de pist¢n de cilindro hidr ulico,01/10/2016,,Opcional,No,,,
27121604,Kits de reparaci¢n de cilindro hidr ulico o sus componentes,01/10/2016,,Opcional,No,,,
27121605,Cuerpos de cilindro hidr ulico,01/10/2016,,Opcional,No,,,
27121606,Soportes de montaje para cilindros hidr ulicos,01/10/2016,,Opcional,No,,,
27121700,Accesorios de tuber¡a y manga hidr ulica,01/10/2016,,Opcional,No,,,
27121701,Conectores hidr ulicos r pidos,01/10/2016,,Opcional,No,,,
27121702,Injertos o injertos dobles hidr ulicos,01/10/2016,,Opcional,No,,,
27121703,F‚rulas,01/10/2016,,Opcional,No,,,
27121704,Uniones hidr ulicas,01/10/2016,,Opcional,No,,,
27121705,Codos hidr ulicos o de compresi¢n,01/10/2016,,Opcional,No,,,
27121706,Tuercas de f‚rula,01/10/2016,,Opcional,No,,,
27121707,Conectores de pliegue,01/10/2016,,Opcional,No,,,
27121800,Herramientas hidr ulicas,01/10/2016,,Opcional,No,,,
27121801,Levantadores de cubierta de manhole,01/10/2016,,Opcional,No,,,
27121802,Acumuladores hidr ulicos,01/10/2016,,Opcional,No,,,
27121803,Almejas hidr ulicas,01/10/2016,,Opcional,No,,,
27121804,Cizallas hidr ulicas,01/10/2016,,Opcional,No,,,
27121805,Extractor hidr ulico,01/10/2016,,Opcional,No,,,
27121806,Doblador de tubos hidr ulico,01/10/2016,,Opcional,No,,,
27121807,Halador hidr ulico,01/10/2016,,Opcional,No,,,
27121808,Cortador de cadenas hidr ulico,01/10/2016,,Opcional,No,,,
27121809,Herramienta hidr ulica para romper tuercas,01/10/2016,,Opcional,No,,,
27121810,Herramienta engastadora hidr ulica manual,01/10/2016,,Opcional,No,,,
27121811,Accesorio de herramienta engastadora hidr ulica,01/10/2016,,Opcional,No,,,
27121812,Remoto hidr ulico,01/10/2016,,Opcional,No,,,
27131500,Herramientas neum ticas,01/10/2016,,Opcional,No,,,
27131501,Llaves de impacto neum tico,01/10/2016,,Opcional,No,,,
27131502,Pistola de aire comprimido,01/10/2016,,Opcional,No,,,
27131504,Martillo neum tico,01/10/2016,,Opcional,No,,,
27131505,Taladro neum tico,01/10/2016,,Opcional,No,,,
27131506,Clavadora de clavos neum tica,01/10/2016,,Opcional,No,,,
27131507,M quinas de lijado neum ticas,01/10/2016,,Opcional,No,,,
27131508,Motores neum ticos,01/10/2016,,Opcional,No,,,
27131509,Acumuladores neum ticos,01/10/2016,,Opcional,No,,,
27131510,Dep¢sitos de acumulador,01/10/2016,,Opcional,No,,,
27131511,Rectificadoras neum ticas,01/10/2016,,Opcional,No,,,
27131512,Destornillador neum tico,01/10/2016,,Opcional,No,,,
27131513,Lima neum tica,01/10/2016,,Opcional,No,,,
27131514,Alicates neum ticos,01/10/2016,,Opcional,No,,,
27131515,Llave neum tica de no ? impacto,01/10/2016,,Opcional,No,,,
27131516,L piz grabador neum tico,01/10/2016,,Opcional,No,,,
27131517,Grapadora neum tica industrial,01/10/2016,,Opcional,No,,,
27131518,Herramienta neum tica para remover vidrios de autos,01/10/2016,,Opcional,No,,,
27131519,Punz¢n neum tico o de aire,01/10/2016,,Opcional,No,,,
27131520,Cortador neum tico de varillas,01/10/2016,,Opcional,No,,,
27131521,Ribeteador neum tico,01/10/2016,,Opcional,No,,,
27131522,Lija neum tica miniatura,01/10/2016,,Opcional,No,,,
27131523,Martillo neum tico,01/10/2016,,Opcional,No,,,
27131524,Avellanadora neum tica,01/10/2016,,Opcional,No,,,
27131525,Cizallas neum ticas,01/10/2016,,Opcional,No,,,
27131526,Prensa neum tica,01/10/2016,,Opcional,No,,,
27131527,Juego de herramientas neum ticas,01/10/2016,,Opcional,No,,,
27131528,Sacador de puntillas neum tico,01/10/2016,,Opcional,No,,,
27131600,Accesorios de aire y conectores,01/10/2016,,Opcional,No,,,
27131601,M£ltiples de aire,01/10/2016,,Opcional,No,,,
27131603,Reguladores de aire,01/10/2016,,Opcional,No,,,
27131604,Lubricadores neum ticos,01/10/2016,,Opcional,No,,,
27131605,Cortina de aire,01/10/2016,,Opcional,No,,,
27131608,Conos o almohadillas de vac¡o,01/10/2016,,Opcional,No,,,
27131609,Silenciadores neum ticos,01/10/2016,,Opcional,No,,,
27131610,Kits de reparaci¢n del engrasador o el regulador,01/10/2016,,Opcional,No,,,
27131613,Acoplamiento neum tico,01/10/2016,,Opcional,No,,,
27131614,Adaptadores neum ticos,01/10/2016,,Opcional,No,,,
27131615,Generador neum tico de vac¡o,01/10/2016,,Opcional,No,,,
27131700,Cilindros neum ticos y componentes,01/10/2016,,Opcional,No,,,
27131701,Cilindros neum ticos,01/10/2016,,Opcional,No,,,
27131702,Accesorios de v stago de cilindro neum tico,01/10/2016,,Opcional,No,,,
27131703,Pistones de cilindro neum tico,01/10/2016,,Opcional,No,,,
27131704,V stagos de pist¢n de cilindro neum tico,01/10/2016,,Opcional,No,,,
27131705,Cuerpo de cilindro neum tico,01/10/2016,,Opcional,No,,,
27131706,Capacetes de cilindro neum tico,01/10/2016,,Opcional,No,,,
27131707,Kits de reparaci¢n de cilindro neum tico o sus componentes,01/10/2016,,Opcional,No,,,
27131708,Soportes de montaje para cilindros neum ticos,01/10/2016,,Opcional,No,,,
27131709,Anillos amortiguadores de cilindro neum tico,01/10/2016,,Opcional,No,,,
27141000,Herramientas de carrocer¡a,01/10/2016,,Opcional,No,,,
27141001,Herramientas de recorte o moldeo,01/10/2016,,Opcional,No,,,
27141100,Herramientas de suspensi¢n,01/10/2016,,Opcional,No,,,
27141101,Extractor del volante,01/10/2016,,Opcional,No,,,
30101500,µngulos,01/10/2016,,Opcional,No,,,
30101501,µngulos de aleaci¢n ferrosa,01/10/2016,,Opcional,No,,,
30101502,µngulos de aleaci¢n no ferrosa,01/10/2016,,Opcional,No,,,
30101503,µngulos de hierro,01/10/2016,,Opcional,No,,,
30101504,µngulos de acero,01/10/2016,,Opcional,No,,,
30101505,µngulos de acero inoxidable,01/10/2016,,Opcional,No,,,
30101506,µngulos de aluminio,01/10/2016,,Opcional,No,,,
30101507,µngulos de magnesio,01/10/2016,,Opcional,No,,,
30101508,µngulos de titanio,01/10/2016,,Opcional,No,,,
30101509,µngulos de cobre,01/10/2016,,Opcional,No,,,
30101510,µngulos de lat¢n,01/10/2016,,Opcional,No,,,
30101511,µngulos de bronce,01/10/2016,,Opcional,No,,,
30101512,µngulos de zinc,01/10/2016,,Opcional,No,,,
30101513,µngulos de esta¤o,01/10/2016,,Opcional,No,,,
30101514,µngulos de plomo,01/10/2016,,Opcional,No,,,
30101515,µngulos de pl stico,01/10/2016,,Opcional,No,,,
30101516,µngulos de caucho,01/10/2016,,Opcional,No,,,
30101517,µngulos de metales preciosos,01/10/2016,,Opcional,No,,,
30101700,Vigas,01/10/2016,,Opcional,No,,,
30101701,Vigas de aleaci¢n ferrosa,01/10/2016,,Opcional,No,,,
30101702,Vigas de aleaci¢n no ferrosa,01/10/2016,,Opcional,No,,,
30101703,Vigas de hierro,01/10/2016,,Opcional,No,,,
30101704,Vigas de acero,01/10/2016,,Opcional,No,,,
30101705,Vigas de acero inoxidable,01/10/2016,,Opcional,No,,,
30101706,Vigas de aluminio,01/10/2016,,Opcional,No,,,
30101707,Vigas de magnesio,01/10/2016,,Opcional,No,,,
30101708,Vigas de titanio,01/10/2016,,Opcional,No,,,
30101709,Vigas de cobre,01/10/2016,,Opcional,No,,,
30101710,Vigas de lat¢n,01/10/2016,,Opcional,No,,,
30101711,Vigas de bronce,01/10/2016,,Opcional,No,,,
30101712,Vigas de zinc,01/10/2016,,Opcional,No,,,
30101713,Vigas de esta¤o,01/10/2016,,Opcional,No,,,
30101714,Vigas de plomo,01/10/2016,,Opcional,No,,,
30101715,Vigas de pl stico,01/10/2016,,Opcional,No,,,
30101716,Vigas de caucho,01/10/2016,,Opcional,No,,,
30101717,Vigas de concreto,01/10/2016,,Opcional,No,,,
30101718,Vigas de metales preciosos,01/10/2016,,Opcional,No,,,
30101719,Vigas de haydita,01/10/2016,,Opcional,No,,,
30101720,Vigas de triplex,01/10/2016,,Opcional,No,,,
30101800,Conductos,01/10/2016,,Opcional,No,,,
30101801,Conductos de aleaci¢n ferrosa,01/10/2016,,Opcional,No,,,
30101802,Conductos de aleaci¢n no ferrosa,01/10/2016,,Opcional,No,,,
30101803,Conductos de hierro,01/10/2016,,Opcional,No,,,
30101804,Conductos de acero,01/10/2016,,Opcional,No,,,
30101805,Conductos de acero inoxidable,01/10/2016,,Opcional,No,,,
30101806,Conductos de aluminio,01/10/2016,,Opcional,No,,,
30101807,Conductos de magnesio,01/10/2016,,Opcional,No,,,
30101808,Conductos de titanio,01/10/2016,,Opcional,No,,,
30101809,Conductos de cobre,01/10/2016,,Opcional,No,,,
30101810,Conductos de lat¢n,01/10/2016,,Opcional,No,,,
30101811,Conductos de bronce,01/10/2016,,Opcional,No,,,
30101812,Conductos de zinc,01/10/2016,,Opcional,No,,,
30101813,Conductos de esta¤o,01/10/2016,,Opcional,No,,,
30101814,Conductos de plomo,01/10/2016,,Opcional,No,,,
30101815,Conductos de pl stico,01/10/2016,,Opcional,No,,,
30101816,Conductos de caucho,01/10/2016,,Opcional,No,,,
30101817,Conductos de metales preciosos,01/10/2016,,Opcional,No,,,
30101818,Conductos de fibra de vidrio,01/10/2016,,Opcional,No,,,
30102000,Hoja,01/10/2016,,Opcional,No,,,
30102001,L mina de aleaci¢n ferrosa,01/10/2016,,Opcional,No,,,
30102002,L mina de aleaci¢n no ferrosa,01/10/2016,,Opcional,No,,,
30102003,L mina de hierro,01/10/2016,,Opcional,No,,,
30102004,L mina de acero,01/10/2016,,Opcional,No,,,
30102005,L mina de acero inoxidable,01/10/2016,,Opcional,No,,,
30102006,L mina de aluminio,01/10/2016,,Opcional,No,,,
30102007,L mina de magnesio,01/10/2016,,Opcional,No,,,
